PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
NHL000001,,,2875,"Fertilizers, Mixing Only"
NHNOE0001,,,2752,"Commercial Printing, Lithographic"
NHNOE0002,,,2752,"Commercial Printing, Lithographic"
NHNOE0003,,,2434,Wood Kitchen Cabinets
NHNOE0004,,,5093,Scrap And Waste Materials
NHNOE0005,,,3674,Semiconductors And Related Devices
NHNOE0006,,,3724,Aircraft Engines And Engine Parts
NHNOE0007,,,4213,"Trucking, Except Local"
NHNOE3001,,,3499,Fabricated Metal Products
NHNOE3005,,,3999,Manufacturing Industries
NHNOE3007,,,2295,"Coated Fabrics, Not Rubberized"
NHNOE3009,,,3679,Electronic Components
NHNOE3010,,,3827,Optical Instruments And Lenses
NHNOE3014,,,3562,Ball And Roller Bearings
NHNOE3015,,,3562,Ball And Roller Bearings
NHNOE3024,,,3069,Fabricated Rubber Products
NHNOE3026,,,5093,Scrap And Waste Materials
NHNOE3028,,,3555,Printing Trades Machinery
NHNOE3030,,,5093,Scrap And Waste Materials
NHNOE3031,,,2026,Fluid Milk
NHNOE3032,,,3679,Electronic Components
NHNOE3046,,,3444,Sheet Metal Work
NHNOE3047,,,3444,Sheet Metal Work
NHNOE3056,,,2299,Textile Goods
NHNOE3127,,,4512,"Air Transportation, Scheduled"
NHNOE3166,,,3499,Fabricated Metal Products
NHNOE3186,,,5093,Scrap And Waste Materials
NHNOE3191,,,4215,"Courier Services, Except By Air"
NHNOE3192,,,4215,"Courier Services, Except By Air"
NHNOE3193,,,4215,"Courier Services, Except By Air"
NHNOE3197,,,4215,"Courier Services, Except By Air"
NHNOE3219,,,3541,"Machine Tools, Metal Cutting Types"
NHNOE3220,,,3541,"Machine Tools, Metal Cutting Types"
NHNOE3221,,,3541,"Machine Tools, Metal Cutting Types"
NHNOE3222,,,3541,"Machine Tools, Metal Cutting Types"
NHNOE3223,,,3541,"Machine Tools, Metal Cutting Types"
NHNOE3224,,,3541,"Machine Tools, Metal Cutting Types"
NHNOE3225,,,3541,"Machine Tools, Metal Cutting Types"
NHNOE3230,,,3679,Electronic Components
NHNOE3231,,,4212,"Local Trucking, Without Storage"
NHNOE3232,,,2759,Commercial Printing
NHNOE3233,,,2421,"Sawmills And Planing Mills, General"
NHNOE3246,,,3589,Service Industry Machinery
NHNOE3249,,,3641,Electric Lamps
NHNOE3250,,,3357,Nonferrous Wiredrawing & Insulating
NHNOE3255,,,3999,Manufacturing Industries
NHNOE3258,,,3827,Optical Instruments And Lenses
NHNOE3262,,,3841,Surgical And Medical Instruments
NHNOE3263,,,3089,Plastics Products
NHNOE3266,,,3548,Welding Apparatus
NHNOE3267,,,3089,Plastics Products
NHNOE3270,,,2599,Furniture And Fixtures
NHNOE3277,,,3679,Electronic Components
NHNOE3278,,,3728,Aircraft Parts And Equipment
NHNOE3279,,,3679,Electronic Components
NHNOE3283,,,3398,Metal Heat Treating
NHNOE3286,,,4215,"Courier Services, Except By Air"
NHNOE3287,,,4151,School Buses
NHNOE3288,,,4215,"Courier Services, Except By Air"
NHNOE3289,,,4215,"Courier Services, Except By Air"
NHNOE3290,,,2869,Industrial Organic Chemicals
NHNOE3291,,,3826,Analytical Instruments
NHNOE3292,,,3841,Surgical And Medical Instruments
NHNOE3293,,,2657,Folding Paperboard Boxes
NHNOE3295,,,5093,Scrap And Waste Materials
NHNOE3296,,,3471,Plating And Polishing
NHNOE3297,,,3471,Plating And Polishing
NHNOE3300,,,2013,Sausages And Other Prepared Meats
NHNOE3304,,,3842,Surgical Appliances And Supplies
NHNOE3305,,,3842,Surgical Appliances And Supplies
NHNOE3308,,,4215,"Courier Services, Except By Air"
NHNOE3309,,,3545,Machine Tool Accessories
NHNOE3313,,,3669,Communications Equipment
NHNOE3315,,,3678,Electronic Connectors
NHNOE3317,,,4225,General Warehousing And Storage
NHNOE3320,,,3398,Metal Heat Treating
NHNOE3333,,,3231,Products Of Purchased Glass
NHNOE3334,,,3089,Plastics Products
NHNOE3335,,,3728,Aircraft Parts And Equipment
NHNOE3338,,,3825,Instruments To Measure Electricity
NHNOE3344,,,4151,School Buses
NHNOE3346,,,3541,"Machine Tools, Metal Cutting Types"
NHNOE3347,,,3541,"Machine Tools, Metal Cutting Types"
NHNOE3348,,,3541,"Machine Tools, Metal Cutting Types"
NHNOE3351,,,3052,Rubber & Plastics Hose & Belting
NHNOE3352,,,2053,"Frozen Bakery Products, Except Bread"
NHNOE3354,,,3672,Printed Circuit Boards
NHNOE3355,,,3677,Electronic Coils And Transformers
NHNOE3356,,,2086,Bottled And Canned Soft Drinks
NHNOE3357,,,5093,Scrap And Waste Materials
NHNOE3360,,,3674,Semiconductors And Related Devices
NHNOE3362,,,5093,Scrap And Waste Materials
NHNOE3365,,,3999,Manufacturing Industries
NHNOE3366,,,2631,Paperboard Mills
NHNOE3369,,,3554,Paper Industries Machinery
